"produksjon og forbruk";"måned";"Elektrisk kraft"
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2007M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2008M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2009M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M01";520047
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M02";502124
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M03";578807
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M04";561064
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M05";582812
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M06";558276
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M07";583316
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M08";581804
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M09";587124
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M10";608567
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M11";585331
"7.232 Forbruk i produksjon av kjemiske råvarer";"2010M12";614106
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M01";596806
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M02";546925
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M03";583833
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M04";568130
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M05";588390
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M06";541683
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M07";535467
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M08";499256
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M09";504505
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M10";560644
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M11";545860
"7.232 Forbruk i produksjon av kjemiske råvarer";"2011M12";509153
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M01";565794
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M02";540088
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M03";565722
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M04";533791
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M05";516984
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M06";547236
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M07";564363
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M08";564192
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M09";544272
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M10";551583
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M11";555845
"7.232 Forbruk i produksjon av kjemiske råvarer";"2012M12";562797
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M01";560427
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M02";511905
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M03";514592
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M04";479402
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M05";552757
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M06";511221
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M07";554681
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M08";577365
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M09";558577
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M10";533366
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M11";558561
"7.232 Forbruk i produksjon av kjemiske råvarer";"2013M12";556949
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M01";617729
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M02";566495
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M03";604051
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M04";549210
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M05";593561
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M06";580222
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M07";573041
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M08";599109
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M09";583917
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M10";583409
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M11";571977
"7.232 Forbruk i produksjon av kjemiske råvarer";"2014M12";568523
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M01";599977
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M02";569063
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M03";619437
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M04";596217
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M05";615731
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M06";571847
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M07";594753
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M08";578921
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M09";534378
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M10";529040
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M11";576085
"7.232 Forbruk i produksjon av kjemiske råvarer";"2015M12";611431
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M01";623201
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M02";596615
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M03";618828
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M04";553132
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M05";576395
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M06";553966
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M07";555752
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M08";575579
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M09";559807
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M10";479908
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M11";567725
"7.232 Forbruk i produksjon av kjemiske råvarer";"2016M12";608872
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M01";607666
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M02";551399
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M03";592984
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M04";554383
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M05";560318
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M06";550272
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M07";564906
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M08";575011
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M09";561200
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M10";535998
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M11";563606
"7.232 Forbruk i produksjon av kjemiske råvarer";"2017M12";602718
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M01";609871
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M02";541420
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M03";581542
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M04";512851
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M05";573723
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M06";549378
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M07";573060
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M08";561557
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M09";545347
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M10";554037
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M11";565042
"7.232 Forbruk i produksjon av kjemiske råvarer";"2018M12";579877
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M01";556101
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M02";494050
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M03";559138
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M04";534265
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M05";470155
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M06";515885
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M07";532990
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M08";545664
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M09";535390
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M10";550923
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M11";537004
"7.232 Forbruk i produksjon av kjemiske råvarer";"2019M12";551977
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M01";649548
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M02";647353
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M03";668378
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M04";640226
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M05";618599
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M06";571673
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M07";570301
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M08";589312
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M09";548366
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M10";618546
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M11";640990
"7.232 Forbruk i produksjon av kjemiske råvarer";"2020M12";654006
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M01";664885
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M02";602049
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M03";668518
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M04";659360
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M05";644585
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M06";592023
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M07";641727
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M08";646301
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M09";595972
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M10";609248
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M11";637441
"7.232 Forbruk i produksjon av kjemiske råvarer";"2021M12";659910
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M01";664262
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M02";625646
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M03";598853
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M04";555379
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M05";552940
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M06";601888
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M07";657551
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M08";587118
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M09";608416
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M10";649496
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M11";565982
"7.232 Forbruk i produksjon av kjemiske råvarer";"2022M12";579198
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M01";597089
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M02";539584
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M03";587389
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M04";549370
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M05";554598
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M06";538366
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M07";582411
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M08";592162
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M09";544661
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M10";579862
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M11";570570
"7.232 Forbruk i produksjon av kjemiske råvarer";"2023M12";519414
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M01";509909
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M02";518465
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M03";567620
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M04";530439
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M05";550323
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M06";512691
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M07";527512
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M08";532984
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M09";510585
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M10";558334
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M11";484976
"7.232 Forbruk i produksjon av kjemiske råvarer";"2024M12";546544
"7.232 Forbruk i produksjon av kjemiske råvarer";"2025M01";594150
"7.232 Forbruk i produksjon av kjemiske råvarer";"2025M02";564930
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M01";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M02";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M03";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M04";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M05";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M06";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M07";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M08";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M09";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M10";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M11";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1993M12";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M01";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M02";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M03";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M04";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M05";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M06";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M07";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M08";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M09";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M10";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M11";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1994M12";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M01";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M02";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M03";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M04";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M05";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M06";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M07";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M08";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M09";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M10";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M11";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1995M12";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1996M01";..
"7.233 Forbruk i produksjon av jern, stål og ferro";"1996M02";..
